userId,movieId,rating
23074,608,3.0
20384,74,4.0
20108,4968,1.0
10412,231,4.0
28930,118,5.0
28838,630,5.0
5860,3008,4.0
42012,1539,5.0
47599,1100,3.0
23959,657,1.0
12739,1249,3.0
2369,998,2.0
6104,3521,4.0
11837,1151,2.5
43876,699,4.0
16165,1671,2.0
2529,3015,3.5
9142,1407,3.0
10325,1774,1.5
27216,1512,3.5
12040,2190,2.0
35931,118,3.0
6183,3486,5.0
38227,750,3.5
6342,203,2.0
2078,1347,4.5
50616,308,2.0
10420,43,1.0
267,3988,1.5
12356,1719,1.0
7115,888,4.0
8279,2337,5.0
29735,6331,1.5
6726,665,3.0
2128,721,3.0
40655,246,5.0
8637,1334,3.0
12401,409,4.0
10810,4,4.0
9427,419,3.0
47544,2561,3.0
5753,314,3.0
23379,231,1.5
44608,7808,3.0
1207,899,5.0
43451,391,3.0
26737,4184,3.0
13714,4244,4.5
411,804,4.0
24761,160,4.0
651,51,4.0
30088,2421,3.0
32266,5855,4.0
25910,3854,4.0
24218,314,2.5
20841,2081,5.0
13548,2635,1.0
3875,888,4.0
16555,8100,3.5
17546,2348,4.0
16786,305,4.0
4159,1190,0.5
31018,7000,4.0
31330,1244,4.0
31548,3406,4.0
4303,5527,0.5
4788,1053,4.0
26124,146,3.0
9370,1836,4.5
27579,3256,3.5
9782,396,4.0
45551,546,2.0
28351,765,4.5
38600,338,4.0
7970,529,5.0
37902,2169,1.0
35629,790,5.0
18889,30,3.5
15778,41,3.5
10175,4779,4.0
3666,1012,3.0
3634,1977,4.0
11332,259,5.0
36808,1972,4.0
15874,999,4.0
3523,739,3.5
44004,1109,3.0
4100,41,4.5
48328,414,3.0
15055,139,1.0
30722,3075,3.5
13112,101,2.0
7585,351,4.0
39305,1233,1.0
8686,3311,5.0
847,46,4.0
25132,599,5.0
16513,329,3.5
1286,3444,3.0
47466,2466,3.0
14883,2245,3.0
40110,363,5.0
10130,1737,2.0
14760,605,3.0
5687,2107,3.5
42626,967,4.0
13026,1211,0.5
10056,184,3.5
10823,110,2.5
20688,3580,4.0
45088,1985,1.0
28998,945,2.0
1564,240,4.0
18138,97,3.0
531,386,3.5
22021,1247,3.0
17155,727,4.0
17104,4716,1.5
23971,3235,5.0
35893,547,2.0
31222,1090,3.0
16232,1201,3.5
45728,1108,4.0
16608,477,4.0
10446,121,3.0
1009,2199,4.0
22387,562,4.0
10961,3744,4.0
27800,246,4.5
673,185,3.0
570,444,3.0
38138,384,4.0
34018,1100,2.0
43406,1228,3.0
30014,703,3.0
25057,3323,3.5
3507,5472,3.5
7101,1615,4.0
29439,129,3.0
17631,2538,4.0
43001,1767,5.0
34399,682,5.0
44110,1067,3.0
45462,1600,3.5
47738,617,3.0
17593,1132,1.0
25561,1955,3.5
2772,456,3.0
30593,931,2.0
21632,311,4.0
14033,1426,3.0
19900,3394,3.0
29543,3767,4.0
2655,1596,4.0
12132,4891,3.0
33810,255,5.0
5605,274,0.5
3336,1378,5.0
4408,1468,4.0
19510,548,4.0
7614,135,3.0
37808,2241,5.0
560,3345,1.5
44425,608,5.0
37463,195,3.5
42772,650,5.0
6046,846,5.0
34825,6893,2.0
4278,2152,4.0
37695,453,2.0
13750,2257,4.0
15561,15,3.0
365,951,4.5
196,715,2.0
918,734,3.5
15557,1891,2.5
2122,1108,4.0
14024,1252,5.0
13117,4142,2.5
17185,1231,3.0
41229,361,1.0
25254,488,4.5
27304,765,3.5
1729,1307,2.0
7565,3055,3.0
36133,505,4.0
11417,5293,2.5
27913,4722,4.5
35932,1726,4.5
20025,1593,5.0
37596,1289,4.0
23184,38,3.0
28519,1499,3.5
41074,1573,3.0
19155,607,3.5
37781,203,2.5
1032,6873,2.0
30813,1036,5.0
146,3576,4.0
7556,336,3.0
10558,958,4.5
22819,1744,2.5
27465,2680,4.0
13057,4133,4.0
43176,1357,5.0
33306,682,4.0
30761,1427,3.0
113,108,5.0
11781,2523,5.0
14157,1208,2.5
23908,169,4.0
13887,2244,0.5
26919,3892,3.0
6228,609,3.0
5519,477,3.5
12942,169,4.5
12433,1129,4.0
7239,1692,4.5
6744,2351,4.5
23321,318,3.5
24456,1446,5.0
26244,1190,3.0
48792,1083,4.5
3975,2080,4.5
27583,303,4.0
27393,1188,4.0
24953,74,5.0
7765,699,5.0
1405,1944,4.0
9468,502,3.0
21246,4851,4.0
29657,2639,2.0
24315,5786,4.5
9507,41,3.0
28531,196,3.5
24079,2591,3.0
14069,48,3.0
38079,0,3.0
14908,626,2.5
39380,835,5.0
25924,355,4.5
40463,316,4.0
12759,100,4.0
25358,1169,4.5
8551,3282,5.0
23896,826,3.5
4871,1877,2.5
41926,338,3.0
10014,805,2.5
29883,814,4.0
18124,2401,3.0
22173,4771,3.5
3405,2061,2.0
3264,1580,5.0
30398,3078,4.0
38637,7272,3.5
11386,657,2.0
17428,673,3.0
23486,772,3.0
46515,361,1.5
11553,298,4.0
10909,966,3.5
7571,1905,2.0
227,387,4.0
22236,7795,4.0
13828,1090,3.0
19641,873,3.0
20526,1069,4.0
16207,846,4.5
4842,4781,4.5
49335,946,3.0
2693,1886,4.5
22812,5595,4.0
2899,4340,2.5
17821,4715,3.0
26781,4790,5.0
30409,1225,2.0
24478,2918,4.0
25215,1714,3.0
8103,111,4.0
34358,5929,3.0
34585,5322,4.0
21978,1333,0.5
269,2111,5.0
3031,654,3.0
31166,327,3.0
47969,722,3.0
9886,2704,3.0
47894,729,4.0
32904,876,3.0
21308,699,5.0
14067,2704,2.0
47485,7062,1.0
2378,4886,4.0
15882,2445,4.0
4237,985,5.0
8531,3156,3.0
3954,595,3.0
41293,108,5.0
24211,5772,3.5
28920,3039,3.0
6454,4315,4.5
28947,1523,3.0
1280,365,4.0
22896,1639,4.0
3965,2076,1.5
1854,892,3.5
22155,1279,3.0
14964,253,4.0
2819,713,4.0
32795,2446,5.0
45619,132,3.0
19067,5047,4.5
14232,4347,3.5
23701,703,4.0
19489,293,3.5
22674,2422,2.5
10377,2290,2.0
26093,1167,5.0
10056,857,3.5
2706,1280,5.0
7595,15,3.0
10998,1956,4.0
11202,1202,4.0
9294,51,5.0
48795,2152,2.5
15790,1231,3.0
6727,375,2.0
4320,342,2.0
23271,737,4.0
10152,1680,4.0
23185,1475,3.0
9331,3985,4.0
19953,977,3.0
16313,995,2.5
39572,4206,4.0
28073,3471,4.5
21343,1138,3.0
4665,2419,3.5
44677,572,4.0
18028,4865,2.5
50945,4579,5.0
47228,100,4.0
5684,2801,5.0
1918,147,3.5
2824,4421,3.0
12164,595,4.5
32565,790,4.0
50960,5013,3.0
43469,1192,4.0
36152,2478,4.0
43871,1422,5.0
2368,849,3.5
46228,245,3.0
22936,1248,3.0
6321,1801,4.0
8841,388,5.0
31473,1549,5.0
32510,295,4.5
24965,14,3.5
28239,1762,3.5
49490,24,3.0
2136,537,5.0
18313,4935,0.5
42270,354,5.0
46915,563,4.5
21654,650,5.0
20434,2294,3.5
38308,499,4.5
37169,262,3.0
16506,1165,3.0
6657,508,3.0
13588,4222,3.5
8564,790,4.0
26458,437,3.0
232,64,4.0
22315,5537,3.0
16004,3300,1.0
10418,477,4.0
32063,502,3.0
22355,100,4.0
40886,1749,5.0
26676,3235,5.0
31760,1715,3.0
5791,300,3.0
16443,51,4.0
27959,1287,3.0
18489,3968,3.5
896,5226,3.5
29125,405,5.0
37289,336,5.0
26930,355,5.0
20700,1525,5.0
27084,4390,4.5
43289,1407,4.0
4593,5654,3.5
37076,5165,3.5
3115,238,4.5
18543,477,3.5
890,1252,5.0
38809,720,4.5
36644,2355,2.0
35502,580,4.0
36900,703,3.5
6745,231,4.0
20206,1728,5.0
18071,226,4.0
4721,4788,3.5
2601,241,4.0
38843,404,3.5
40863,750,5.0
4008,126,4.5
1529,1088,3.5
21643,5446,4.0
33231,1270,5.0
16088,4614,4.0
2781,126,2.0
40360,6198,2.5
14839,6206,5.0
9583,667,4.5
31375,632,3.0
780,646,4.0
30536,524,4.0
38835,220,3.0
678,252,3.0
7364,3905,2.5
47667,403,5.0
21078,2274,2.0
8832,2286,3.0
48290,2157,5.0
1829,230,4.0
4697,2720,2.0
10915,105,1.0
656,1686,2.0
25915,1745,3.0
46491,1630,4.5
48775,1181,3.5
33564,5404,5.0
29159,1066,4.0
36071,1100,3.0
17253,359,4.0
6426,173,3.5
6964,3924,1.0
13816,246,5.0
31573,921,2.5
34952,2441,1.0
37413,964,3.0
2159,790,4.0
2746,6527,3.0
50787,1301,2.5
4575,2260,4.5
35676,1868,4.0
11865,3912,4.0
6092,3796,4.0
26816,3127,4.5
51099,3458,4.0
35328,404,4.0
16003,1727,4.0
2058,901,4.0
16433,2074,3.0
2294,2019,3.0
1491,482,4.0
16936,2466,4.0
11264,3804,4.5
15039,311,4.0
7089,5943,3.0
48493,2080,3.0
30038,529,2.0
38974,499,2.5
22879,2654,2.5
42344,883,2.0
21529,30,3.0
3049,1762,2.5
41002,95,4.0
29971,647,5.0
18490,6082,4.0
34266,2767,5.0
19629,2229,4.0
48809,1251,3.0
7466,2286,5.0
27376,149,1.0
44716,197,3.0
23511,4515,4.5
8834,105,4.0
28100,65,3.0
19577,416,4.0
21819,1030,3.0
15715,2274,3.0
32084,6039,3.5
9758,708,4.0
11117,1763,1.0
48615,100,4.0
15057,3684,3.5
33320,295,3.0
45854,841,4.5
13382,342,4.0
6394,2075,4.5
867,355,3.0
13835,2423,3.0
37038,131,4.0
12969,1186,3.5
37054,262,3.5
15470,1546,4.0
30952,1508,5.0
51725,633,4.0
25503,5651,4.0
30906,2741,4.0
26981,30,2.5
13317,719,4.0
15848,1068,4.0
4621,1053,3.0
40080,2443,4.0
33357,7644,4.5
7017,180,3.0
28702,318,1.5
1554,1055,3.5
15612,6086,4.0
22455,43,3.0
48855,1627,3.0
1500,1877,4.0
2366,1470,3.0
42453,98,2.0
8644,1169,3.0
28713,225,3.5
25820,2556,5.0
27619,1980,5.0
1553,1102,4.0
27180,1053,4.5
28951,622,3.0
46311,225,4.0
7832,523,4.0
14356,987,0.5
12988,3238,4.5
14612,1919,5.0
29118,605,5.0
22349,13,4.0
36970,4543,4.0
5978,41,3.5
41552,5821,3.0
23731,30,4.0
19637,4460,4.5
37838,3093,2.5
2860,1265,5.0
48077,2845,5.0
22118,1057,3.0
6343,368,3.5
36159,312,1.0
3131,2604,5.0
5197,493,5.0
22970,5608,1.0
43377,1746,3.0
46399,673,4.0
32188,98,3.0
16501,87,4.0
43613,844,3.0
17921,113,1.0
5036,2563,1.0
24107,781,3.0
35306,81,4.0
38924,1745,3.0
11671,572,3.0
13666,2443,3.5
6257,113,3.0
9291,998,3.0
12997,505,4.0
13401,305,4.5
6287,1382,3.5
31859,8196,2.5
5610,1763,4.0
28043,290,5.0
41747,607,4.0
8385,41,5.0
47867,2078,5.0
7610,1233,3.0
22783,2306,2.0
47959,456,4.0
30590,30,3.0
16197,327,5.0
1196,5200,3.0
30881,1113,4.5
37895,2583,4.0
28589,6068,2.5
14590,5149,3.5
1955,4733,3.5
22873,812,3.5
5866,1463,3.5
44852,823,4.0
5527,388,4.5
39488,1600,4.0
17517,1266,3.0
39804,6823,3.0
10932,437,2.5
17236,1716,5.0
749,7403,1.0
17777,282,4.0
1723,388,5.0
44577,0,3.5
48931,220,4.0
24982,5847,5.0
10970,482,4.0
30274,4121,1.0
12494,493,4.0
1922,361,2.0
5597,2305,3.0
40580,15,3.0
10942,1475,3.0
17482,2435,5.0
4211,5274,3.5
32659,1609,2.5
45067,921,3.0
40028,1234,3.0
8759,3327,4.0
27658,1064,3.5
44693,44,3.5
6815,761,4.0
198,506,2.0
3266,1008,3.0
15628,389,3.0
11384,3222,3.5
18696,620,3.5
10569,299,2.5
1299,1279,1.5
40241,1008,5.0
41677,1943,0.5
44884,1116,1.0
6024,2691,4.5
48169,2114,5.0
6954,3433,4.0
29776,3467,4.0
3286,1241,4.0
21967,1492,4.0
23233,1536,5.0
10590,6048,3.0
1671,1758,3.0
34702,817,1.0
43928,1715,3.0
1457,4214,3.5
12518,1749,3.0
51691,15,3.0
31796,296,4.0
41980,1305,1.0
28906,343,3.0
43694,4184,2.0
2860,81,4.5
30737,699,4.5
32047,203,4.0
34039,444,3.0
5829,531,2.0
13696,591,4.0
27388,2351,4.0
49036,1334,5.0
22806,2653,3.0
14772,4125,2.5
10608,673,2.0
20652,106,3.5
2110,961,5.0
29287,6283,5.0
2453,1507,5.0
11544,932,5.0
1549,1100,4.0
9496,876,4.0
22363,1430,4.0
7963,602,3.0
5431,1531,3.5
7672,2001,3.0
23307,1787,3.0
20527,5512,3.5
33907,564,4.0
5395,300,4.0
7232,926,4.0
8967,1311,3.0
2390,1347,4.0
20324,8317,2.0
43502,1791,5.0
1397,15,4.0
48476,886,4.0
28035,98,4.5
14674,867,2.0
19045,1332,3.0
34008,125,4.0
48128,67,3.0
2946,1404,3.0
42818,41,5.0
32572,2080,5.0
2657,3998,4.0
19649,442,1.0
21742,556,5.0
42523,1460,4.0
13770,694,3.5
15054,939,5.0
5191,1274,3.0
43488,754,4.0
11870,35,4.0
11785,291,2.0
12063,3030,3.0
8750,304,3.0
24392,1012,4.0
32197,682,2.5
5399,2515,3.0
12366,591,4.0
20554,1873,4.0
6904,419,4.0
10354,2143,5.0
37350,502,2.0
2581,1119,5.0
22525,135,4.0
50026,2602,5.0
28617,1970,4.0
17110,41,5.0
34555,74,5.0
20226,1503,4.0
40270,3517,4.0
28352,169,2.0
15309,973,5.0
23029,2555,3.0
6744,502,3.5
11244,502,4.0
12890,1619,5.0
23507,185,2.0
29170,296,4.0
2469,1475,5.0
38052,540,2.5
25420,4260,4.0
17708,402,3.0
1152,865,4.0
50533,741,4.0
22374,145,2.0
17828,882,3.0
23909,846,4.0
4678,28,5.0
9523,4932,4.0
18258,2230,4.0
9158,1,3.0
29447,175,3.5
11167,1764,5.0
23538,5691,3.5
10946,220,4.0
17030,5404,4.0
11771,265,3.5
41934,650,5.0
17490,4806,3.0
38373,4402,3.0
50115,108,4.0
45657,3215,4.0
57,1980,4.0
30640,828,3.0
55,896,4.0
7092,1836,4.5
37045,1266,3.5
34849,928,4.0
16704,309,3.0
4085,761,4.0
14610,928,5.0
46831,1143,5.0
23672,626,2.5
5413,1752,2.5
19036,3485,5.0
222,834,3.5
18131,7010,4.5
41017,1714,3.0
10050,3567,3.0
7910,277,4.5
10054,1557,3.5
11902,2004,4.5
19973,4367,5.0
1696,1163,2.0
9946,995,3.0
33276,74,5.0
49103,1677,4.0
31416,6448,4.0
568,1256,3.5
4764,591,4.0
7196,2956,3.5
21643,7237,2.0
7776,3108,4.5
1039,1425,3.5
45693,910,2.0
51577,192,4.5
18081,2444,3.0
